"node.id","indegree","outdegree","centrality","closeness","pagerank","is.conn","clust"
"Num:AR:SB:C3:MC3:SB015",1,1,0,0,0.000774682686810164,0,NA
"Num:AR:MS:C4:MC4:MS093",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:SB:C3:MC2:SB006",1,1,0,0,0.00175398385598373,0,NA
"Num:GE:GI:C1:MC1:GI045",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:FC:C12:MC12",5,5,59.5,0,0.00126947732610216,0,0.1
"Num:AR:DI:C7:MC6:DI028",1,1,0,0,0.000791550440515161,0,NA
"Num:AR:NS:C10:MC10",4,4,10,0,0.00123643596992513,0,0.333333333333333
"Num:GE:GI:C1:MC1:GI070",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:FC:C12:MC8:FC057",1,1,0,0,0.000854078399619738,0,NA
"Num:AR:FC:C6:MC5:FC026",1,1,0,0,0.00122069765000242,0,NA
"Num:AR:NS:C2:MC2",4,4,12,0,0.000855157469289806,0,0
"Num:AR:TI:C3:MC3",14,14,180,0,0.00124818416038858,0,0.010989010989011
"Num:GE:GI:C1:MC1:GI065",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:WT:C1:MC0:WT034",1,1,0,0,0.000843301412124958,0,NA
"Num:GE:PS:C2:MC2:PS174",1,1,0,0,0.000770960750929987,0,NA
"Num:AR:TI:C3:MC3:TI071",1,1,0,0,0.000787764872337157,0,NA
"Num:AR:FC:C2:MC1:FC013",1,1,0,0,0.000788033172302446,0,NA
"Num:AR:WT:C3:MC2",19,19,249.333333333333,0,0.000973190601361769,0,0.0701754385964912
"Num:AR:MS:C4:MC4:MS034",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:FC:C34:MC30",7,7,96,0,0.00633249665186758,0,0.142857142857143
"Num:AR:SB:C4:MC4:SB023",1,1,0,0,0.000830369274551136,0,NA
"Num:AR:NS:C5:MC4:NS063",1,1,0,0,0.000898730090788096,0,NA
"Num:AR:ML:C10:MC9",3,3,7,0,0.00176922937231547,0,0.666666666666667
"Num:MH003",1,1,0,0,0.000741812474321289,0,NA
"Num:AR:TI:C3:MC3:TI066",1,1,0,0,0.000787764872337157,0,NA
"Num:AR:MS:C4:MC4:MS097",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:NS:C2:MC0:NS203",1,1,0,0,0.000726273451676164,0,NA
"Num:AR:ML:C2:MC1",7,7,38.6666666666667,0,0.00109261558095393,0,0.19047619047619
"Num:AR:ML:C7:MC7:ML014",1,1,0,0,0.000833139659996281,0,NA
"Num:AR:AT:C4:MC3:AT008",1,1,0,0,0.000817137212816664,0,NA
"Num:AR:MS:C8:MC7:MS131",1,1,0,0,0.00114659485423846,0,NA
"Num:GE:GI:C0:MC0:GI034",1,1,0,0,0.000766293188745355,0,NA
"Num:AR:MO:C1:MC1:MO009",1,1,0,0,0.00076715928483948,0,NA
"Num:AR:MO:C0:MC0:MO001",1,1,0,0,0.000926275884087996,0,NA
"Num:AR:MS:C2:MC0:MS003",1,1,0,0,0.000773954038902235,0,NA
"Num:AR:WT:C3:MC2:WT011",1,1,0,0,0.000748011357711054,0,NA
"Num:AR:MO:C1:MC1:MO003",1,1,0,0,0.00076715928483948,0,NA
"Num:ST:DH:C2",3,3,52.5,0,0.00174840142282568,0,0.333333333333333
"Num:AR:NS:C5:MC3:NS053",1,1,0,0,0.000770070884310876,0,NA
"Num:GE:TS:C0:MC0:TS017",1,1,0,0,0.000870188391151195,0,NA
"Num:AR:MS:C4:MC4:MS080",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:MO:C1:MC1:MO005",1,1,0,0,0.00076715928483948,0,NA
"Num:AR:NS:C2:MC0:NS002",1,1,0,0,0.000726273451676164,0,NA
"Num:AR:MS",13,13,1384.83333333333,0,0.000986872779117895,0,0.282051282051282
"Num:ST:DH:C2:MC2:DH278",1,1,0,0,0.00119644303255352,0,NA
"Num:GE:GI:C1:MC1:GI076",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:MS:C4:MC4:MS029",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:TI:C3:MC2",14,14,180,0,0.00118862168680392,0,0.010989010989011
"Num:AR:ML:C14:MC14",4,4,16.725,0,0.00279722250619709,0,0.333333333333333
"Num:GE:TS:C0:MC0:TS016",1,1,0,0,0.000870188391151195,0,NA
"Num:AR:DI:C4:MC1",5,5,25,0,0.000901601702420581,0,0.2
"Num:GE:PS:C2:MC2:PS157",1,1,0,0,0.000770960750929987,0,NA
"Num:AR:MS:C4:MC4:MS033",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:ML:C7:MC6:ML023",1,1,0,0,0.0010116239566877,0,NA
"Num:AR:DI:C7:MC6",12,12,146.4,0,0.0010846895632023,0,0.0151515151515152
"Num:GE:TS",4,4,204,0,0.00115891377043327,0,0.333333333333333
"Num:AR:FC:C26:MC24:FC122",1,1,0,0,0.000982397275668521,0,NA
"Num:CC:RE:C0:MC0:RE096",1,1,0,0,0.000796038502194605,0,NA
"Num:AR:FC:C34:MC34",2,2,0,0,0.0191420062573796,0,1
"Num:AR:SB:C11",6,6,28.8333333333333,0,0.00178322266349938,0,0.2
"Num:AR:FC:C12:MC9:FC055",1,1,0,0,0.000903409903012106,0,NA
"Num:AR:FC:C22:MC21:FC111",1,1,0,0,0.00098783579803772,0,NA
"Num:AR:TI:C3:MC3:TI065",1,1,0,0,0.000787764872337157,0,NA
"Num:GE:PS:C2:MC2:PS069",1,1,0,0,0.000770960750929987,0,NA
"Num:AR:MS:C2:MC1:MS163",1,1,0,0,0.000753314093787171,0,NA
"Num:AR:DI:C9:MC8",4,4,20,0,0.00106178376290578,0,0.166666666666667
"Num:AR:NS:C2:MC0:NS009",1,1,0,0,0.000726273451676164,0,NA
"Num:GE:GI:C1:MC1:GI050",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:WT:C3:MC2:WT013",1,1,0,0,0.000748011357711054,0,NA
"Num:AR:DI:C4:MC0:DI002",1,1,0,0,0.000796977489688507,0,NA
"Num:AR:FC:C29:MC27",4,4,9,0,0.0018868022699765,0,0.166666666666667
"Num:AR:TI:C9:MC8",4,4,36,0,0.00193488109322768,0,0
"Num:AR:DI:C4:MC0",8,8,48,0,0.000803976040375041,0,0.0357142857142857
"Num:AR:FC:C26:MC24:FC124",1,1,0,0,0.000982397275668521,0,NA
"Num:AR:DI:C7:MC6:DI040",1,1,0,0,0.000791550440515161,0,NA
"Num:ST:DH:C1:MC0",7,7,46.5,0,0.0010853625313837,0,0.0476190476190476
"Num:AR:FC:C12:MC11",4,4,94,0,0.00109160141699803,0,0.333333333333333
"Num:AR:TI:C1:MC1:TI037",1,1,0,0,0.000723983390206914,0,NA
"Num:AR:TI:C3:MC2:TI057",1,1,0,0,0.000783545863791577,0,NA
"Num:AR:FC:C18:MC18",4,4,25.5,0,0.00126417838213898,0,0.166666666666667
"Num:AR:NS:C5:MC3:NS044",1,1,0,0,0.000770070884310876,0,NA
"Num:AR:AT:C6:MC6",16,16,140.104563492064,0,0.00121705982713105,0,0
"Num:AR:TI:C3:MC3:TI064",1,1,0,0,0.000787764872337157,0,NA
"Num:GE:GI:C1:MC1:GI071",1,1,0,0,0.000735532487997495,0,NA
"Num:GE:PS:C2:MC2:PS162",1,1,0,0,0.000770960750929987,0,NA
"Num:AR:NS:C17",3,3,33,0,0.000863836312182812,0,0.333333333333333
"Num:AR:CP:C3:MC3:CP010",1,1,0,0,0.00075409388044633,0,NA
"Num:AR:NS:C7:MC6:NS062",1,1,0,0,0.000790398169229562,0,NA
"Num:AR:ML:C10:MC10",3,3,6.725,0,0.00238886352555992,0,0.333333333333333
"Num:AR:SB:C6:MC5",7,7,69.3833333333333,0,0.00132196840488017,0,0.0476190476190476
"Num:AR:SB:C4:MC4:SB022",1,1,0,0,0.000830369274551136,0,NA
"Num:AR:FC:C12:MC9",6,6,168,0,0.000960273295854774,0,0.133333333333333
"Num:AR:ML:C17:MC17",9,9,124,0,0.0165889006251134,0,0.111111111111111
"Num:AR:MS:C4:MC4:MS104",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:NS:C16:MC16:NS081",1,1,0,0,0.000853772020355117,0,NA
"Num:AR:MO:C1:MC1:MO013",1,1,0,0,0.00076715928483948,0,NA
"Num:AR:NS:C12:MC12:NS090",1,1,0,0,0.00105836481700147,0,NA
"Num:AR:DI:C4:MC2:DI005",1,1,0,0,0.000879454903173314,0,NA
"Num:ST:DH:C2:MC2:DH410",1,1,0,0,0.00119644303255352,0,NA
"Num:AR:SB:C10",4,4,22.4595238095238,0,0.00118860654088239,0,0.333333333333333
"Num:AR:FC:C14:MC14",2,2,0,0,0.0014213668529784,0,0
"Num:AR:TI:C1:MC1:TI042",1,1,0,0,0.000723983390206914,0,NA
"Num:AR:CP:C3:MC3:CP013",1,1,0,0,0.00075409388044633,0,NA
"Num:AR:TI:C1:MC1:TI079",1,1,0,0,0.000723983390206914,0,NA
"Num:ST:DH:C1:MC0:DH302",1,1,0,0,0.00085311151958899,0,NA
"Num:GE:PS:C2",4,4,285.5,0,0.0013245798861062,0,0.333333333333333
"Num:AR:CP:C5",6,6,33.0238095238095,0,0.00123011839385694,0,0.333333333333333
"Num:GE:GI:C1:MC1:GI201",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:FC:C2:MC0:FC018",1,1,0,0,0.000780380467433354,0,NA
"Num:AR:FC:C22:MC19:FC115",1,1,0,0,0.00113538855310146,0,NA
"Num:AR:FC:C6:MC3:FC031",1,1,0,0,0.000814965226724203,0,NA
"Num:AR:MO:C0:MC0",5,5,40.5,0,0.00106787791268249,0,0
"Num:AR:DI:C5:MC5:DI032",1,1,0,0,0.000801770797555593,0,NA
"Num:AR:CP:C3:MC2:CP006",1,1,0,0,0.000777884730398847,0,NA
"Num:AR:NS:C2:MC0:NS023",1,1,0,0,0.000726273451676164,0,NA
"Num:AR:FC:C6:MC5",4,4,177,0,0.00122669605261049,0,0.166666666666667
"Num:AR:AT:C12",4,4,20.0996031746032,0,0.00105723155446936,0,0.333333333333333
"Num:AR:DI:C4:MC2",7,7,44,0,0.00105942985606087,0,0.0952380952380952
"Num:AR:FC:C26:MC26",4,4,35.5,0,0.00176876710881503,0,0.166666666666667
"Num:ST:DH:C1:MC1:DH009",1,1,0,0,0.000816380037624107,0,NA
"Num:AR:TI:C0:MC0:TI006",1,1,0,0,0.000789111344811852,0,NA
"Num:AR:FC:C2:MC1:FC008",1,1,0,0,0.000788033172302446,0,NA
"Num:AR:SB:C10:MC10",3,3,16.6666666666667,0,0.00252040044562204,0,0
"Num:AR:NS:C10:MC9",5,5,8,0,0.000944105449428096,0,0.1
"Num:AR:MS:C2:MC0:MS001",1,1,0,0,0.000773954038902235,0,NA
"Num:AR:FC:C14:MC13",5,5,72,0,0.00152561221280695,0,0
"Num:GE:TS:C2:MC1:TS043",1,1,0,0,0.000969996397491233,0,NA
"Num:AR:FC:C6:MC4:FC044",1,1,0,0,0.000832966963023126,0,NA
"Num:AR:WT:C9:MC9",5,5,27,0,0.00242522773644012,0,0.3
"Num:AR:AT:C6:MC6:AT021",1,1,0,0,0.000778928816339996,0,NA
"Num:AR:TI:C0:MC0:TI004",1,1,0,0,0.000789111344811852,0,NA
"Num:GE:PS:C2:MC1",7,7,75,0,0.00149485869767466,0,0.0476190476190476
"Num:GE:PS:C0",3,3,44,0,0.000929529744635928,0,0.333333333333333
"Num:AR:MS:C4:MC4:MS087",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:MS:C4:MC3:MS061",1,1,0,0,0.000745135122858144,0,NA
"Num:AR:WT:C3:MC2:WT016",1,1,0,0,0.000748011357711054,0,NA
"Num:GE:GI:C1:MC1:GI079",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:NS:C12:MC11",5,5,30,0,0.00115819037281423,0,0
"Num:AR:TI:C0:MC0:TI001",1,1,0,0,0.000789111344811852,0,NA
"Num:AR:WT:C1:MC1:WT004",1,1,0,0,0.00080072039356327,0,NA
"Num:AR:FC:C2:MC0",10,10,72,0,0.000857950303662932,0,0.0222222222222222
"Num:AR:ML:C0:MC0:ML001",1,1,0,0,0.000892209573239715,0,NA
"Num:AR:DI:C10:MC10",3,3,11,0,0.00156481317798339,0,0
"Num:AR:MS:C2:MC0:MS006",1,1,0,0,0.000773954038902235,0,NA
"Num:AR:NS:C5:MC3",13,13,66,0,0.000915187792172957,0,0
"Num:AR:MO:C1",5,5,153.5,0,0.00123564628513254,0,0.3
"Num:ST:DH:C1:MC0:DH300",1,1,0,0,0.00085311151958899,0,NA
"Num:AR:WT:C3:MC2:WT008",1,1,0,0,0.000748011357711054,0,NA
"Num:AR:SB:C3:MC3",16,16,137.897619047619,0,0.00124074356275384,0,0
"Num:AR:CP:C3:MC3:CP007",1,1,0,0,0.00075409388044633,0,NA
"Num:AR:MS:C4:MC3:MS063",1,1,0,0,0.000745135122858144,0,NA
"Num:AR:MS:C4:MC4:MS109",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:AT:C4:MC3:AT009",1,1,0,0,0.000817137212816664,0,NA
"Num:AR:DI:C9:MC9:DI020",1,1,0,0,0.00109902831377427,0,NA
"Num:AR:SB:C6",6,6,74.2047619047619,0,0.00146918213351238,0,0.2
"Num:AR:MS:C6:MC5",4,4,16.4,0,0.00105233653316586,0,0.166666666666667
"Num:AR:NS:C7:MC6:NS102",1,1,0,0,0.000790398169229562,0,NA
"Num:AR:MS:C2:MC0:MS002",1,1,0,0,0.000773954038902235,0,NA
"Num:AR:ML:C15:MC15:ML022",1,1,0,0,0.000934475884949614,0,NA
"Num:AR:MS:C2:MC0:MS008",1,1,0,0,0.000773954038902235,0,NA
"Num:AR:FC:C12:MC9:FC053",1,1,0,0,0.000903409903012106,0,NA
"Num:GE:GI:C1:MC1:GI060",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:NS:C2:MC0:NS003",1,1,0,0,0.000726273451676164,0,NA
"Num:GE:GI:C0:MC0:GI036",1,1,0,0,0.000766293188745355,0,NA
"Num:AR:CP:C3:MC3:CP023",1,1,0,0,0.00075409388044633,0,NA
"Num:AR:NS:C7:MC6:NS073",1,1,0,0,0.000790398169229562,0,NA
"Num:AR:WT:C3:MC3:WT023",1,1,0,0,0.000753637615875177,0,NA
"Num:AR:TI:C1:MC1:TI026",1,1,0,0,0.000723983390206914,0,NA
"Num:AR:MS:C4:MC4:MS081",1,1,0,0,0.000716028300879365,0,NA
"Num:GE:GI:C0",3,3,168,0,0.000948733569375571,0,0.333333333333333
"Num:AR:NS:C2:MC0:NS013",1,1,0,0,0.000726273451676164,0,NA
"Num:AR:CP",12,12,329.333333333333,0,0.000986872779117895,0,0.348484848484849
"Num:AR:TI:C3:MC3:TI070",1,1,0,0,0.000787764872337157,0,NA
"Num:AR:AT:C6:MC6:AT017",1,1,0,0,0.000778928816339996,0,NA
"Num:AR:MS:C4:MC4:MS095",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:MS:C4:MC4:MS090",1,1,0,0,0.000716028300879365,0,NA
"Num:GE:GI:C0:MC0:GI191",1,1,0,0,0.000766293188745355,0,NA
"Num:AR:AT:C2:MC0:AT005",1,1,0,0,0.000780186524355731,0,NA
"Num:AR:NS:C12:MC12",5,5,27,0,0.00126710466832413,0,0
"Num:CC:RE:C0:MC0:RE028",1,1,0,0,0.000796038502194605,0,NA
"Num:AR:AT:C6:MC5:AT014",1,1,0,0,0.00173385268070436,0,NA
"Num:AR:TI:C7",5,5,44.6666666666667,0,0.00109326658022824,0,0.3
"Num:AR:WT:C1:MC0:WT001",1,1,0,0,0.000843301412124958,0,NA
"Num:AR",12,12,775,0,0.000741812474321289,0,0.606060606060606
"Num:AR:NS:C5:MC3:NS045",1,1,0,0,0.000770070884310876,0,NA
"Num:AR:FC:C6:MC3:FC030",1,1,0,0,0.000814965226724203,0,NA
"Num:AR:MS:C4:MC4:MS031",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:FC:C22:MC19",4,4,126,0,0.0010259687657847,0,0.166666666666667
"Num:AR:DI:C17:MC17",4,4,20,0,0.00165809729746935,0,0.5
"Num:GE:TS:C2:MC2:TS044",1,1,0,0,0.00117870504585309,0,NA
"Num:AR:WT",12,12,357.333333333333,0,0.000986872779117895,0,0.363636363636364
"Num:AR:NS:C2:MC1:NS032",1,1,0,0,0.000749336309597936,0,NA
"Num:AR:NS:C5:MC3:NS051",1,1,0,0,0.000770070884310876,0,NA
"Num:AR:FC:C6:MC6:FC080",1,1,0,0,0.000985992670659828,0,NA
"Num:AR:NS:C7:MC7:NS118",1,1,0,0,0.00148222857025613,0,NA
"Num:AR:ML:C7",5,5,80.8,0,0.000873725795053194,0,0.3
"Num:AR:CP:C3:MC3:CP027",1,1,0,0,0.00075409388044633,0,NA
"Num:GE:GI:C1:MC1:GI059",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:SB:C8:MC8:SB030",1,1,0,0,0.00109618249726556,0,NA
"Num:AR:WT:C1:MC1:WT006",1,1,0,0,0.00080072039356327,0,NA
"Num:AR:TI:C1:MC1:TI027",1,1,0,0,0.000723983390206914,0,NA
"Num:GE:TS:C2:MC2:TS045",1,1,0,0,0.00117870504585309,0,NA
"Num:AR:NS:C10:MC8:NS069",1,1,0,0,0.000791059940136533,0,NA
"Num:CC:RE:C0:MC0:RE032",1,1,0,0,0.000796038502194605,0,NA
"Num:AR:MS:C4:MC4:MS036",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:MS:C4:MC4:MS105",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:TI:C1:MC1:TI032",1,1,0,0,0.000723983390206914,0,NA
"Num:GE:GI:C1:MC1:GI047",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:FC",23,23,759.333333333333,0,0.000939878837255138,0,0.256916996047431
"Num:AR:NS:C10",5,5,46,0,0.000863836312182812,0,0.3
"Num:AR:AT:C6:MC6:AT022",1,1,0,0,0.000778928816339996,0,NA
"Num:AR:ML:C0:MC0",5,5,19.0833333333333,0,0.000907565861631759,0,0.1
"Num:AR:AT:C6:MC6:AT018",1,1,0,0,0.000778928816339996,0,NA
"Num:AR:AT:C6:MC6:AT016",1,1,0,0,0.000778928816339996,0,NA
"Num:AR:MS:C4:MC3:MS071",1,1,0,0,0.000745135122858144,0,NA
"Num:AR:DI:C19:MC18",4,4,9.66666666666667,0,0.00169000347644494,0,0.5
"Num:AR:NS:C5:MC3:NS052",1,1,0,0,0.000770070884310876,0,NA
"Num:AR:AT",20,20,224.333333333333,0,0.000790524892530276,0,0.210526315789474
"Num:AR:AT:C2",5,5,36,0,0.000736682169790229,0,0.3
"Num:AR:SB:C3",5,5,85.5404761904762,0,0.00103411759584303,0,0.2
"Num:AR:TI:C3",4,4,261,0,0.00109326658022824,0,0.333333333333333
"Num:AR:SB:C6:MC6",6,6,60.8714285714286,0,0.00132196840488017,0,0
"Num:AR:DI:C4:MC4:DI035",1,1,0,0,0.000784774281932814,0,NA
"Num:AR:CP:C3:MC3",20,20,295.809523809524,0,0.00109484105606727,0,0.0421052631578947
"Num:AR:NS:C16",6,6,81.5,0,0.000863836312182812,0,0.133333333333333
"Num:AR:TI:C0:MC0",11,11,112.333333333333,0,0.00105599431963395,0,0
"Num:AR:SB:C3:MC3:SB018",2,2,0,0,0.000854259675507193,0,0
"Num:AR:SB:C6:MC6:SB028",1,1,0,0,0.00107390954235902,0,NA
"Num:AR:MO:C1:MC1:MO012",1,1,0,0,0.00076715928483948,0,NA
"Num:GE:PS:C2:MC2:PS067",1,1,0,0,0.000770960750929987,0,NA
"Num:AR:ML:C4:MC3:ML003",1,1,0,0,0.00170165369441186,0,NA
"Num:AR:FC:C2:MC0:FC002",1,1,0,0,0.000780380467433354,0,NA
"Num:AR:NS:C16:MC15",4,4,18,0,0.00108353945198528,0,0
"Num:AR:DI:C10",3,3,16,0,0.000917692818883029,0,0.333333333333333
"Num:AR:FC:C6:MC3:FC038",1,1,0,0,0.000814965226724203,0,NA
"Num:AR:SB:C4:MC4",11,11,95.897619047619,0,0.00138724355549827,0,0
"Num:AR:MO:C3:MC3",5,5,34.8,0,0.00128447777671372,0,0
"Num:AR:TI:C5:MC5",4,4,23.5,0,0.00144845115024806,0,0.166666666666667
"Num:AR:CP:C3:MC2",13,13,150.47619047619,0,0.00101630815331139,0,0.102564102564103
"Num:AR:TI:C7:MC7",4,4,23.5,0,0.00144845115024806,0,0.166666666666667
"Num:AR:ML:C2",6,6,33.8833333333333,0,0.00094308709512571,0,0.4
"Num:AR:NS:C16:MC16:NS082",1,1,0,0,0.000853772020355117,0,NA
"Num:AR:MS:C4",6,6,594.233333333333,0,0.00101748005068016,0,0.266666666666667
"Num:AR:AT:C9:MC9",5,5,37.5285714285714,0,0.00131685567150509,0,0
"Num:AR:FC:C2:MC1:FC009",1,1,0,0,0.000788033172302446,0,NA
"Num:AR:CP:C3:MC3:CP025",1,1,0,0,0.00075409388044633,0,NA
"Num:AR:TI:C1:MC1:TI029",1,1,0,0,0.000723983390206914,0,NA
"Num:AR:MS:C2:MC0:MS007",1,1,0,0,0.000773954038902235,0,NA
"Num:GE:PS:C2:MC1:PS030",1,1,0,0,0.000953477806247659,0,NA
"Num:AR:ML:C0:MC0:ML002",1,1,0,0,0.000892209573239715,0,NA
"Num:AR:ML:C15:MC15:ML011",1,1,0,0,0.000934475884949614,0,NA
"Num:AR:MO:C5",5,5,53,0,0.00190175718384148,0,0.2
"Num:AR:MS:C10:MC10:MS162",1,1,0,0,0.0012851486450492,0,NA
"Num:AR:TI:C1:MC1:TI025",1,1,0,0,0.000723983390206914,0,NA
"Num:AR:AT:C6:MC6:AT024",1,1,0,0,0.000778928816339996,0,NA
"Num:ST:DH:C2:MC2",6,6,52,0,0.00233925272899082,0,0
"Num:AR:CP:C3:MC2:CP004",1,1,0,0,0.000777884730398847,0,NA
"Num:AR:SB:C3:MC3:SB011",1,1,0,0,0.000774682686810164,0,NA
"Num:AR:NS:C7:MC6:NS087",1,1,0,0,0.000790398169229562,0,NA
"Num:GE:GI:C1:MC1:GI078",1,1,0,0,0.000735532487997495,0,NA
"Num:GE:PS",7,7,817.5,0,0.00108319019761394,0,0.285714285714286
"Num:AR:FC:C2:MC1:FC007",1,1,0,0,0.000788033172302446,0,NA
"Num:GE:GI:C1:MC1:GI043",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:DI:C9:MC8:DI042",1,1,0,0,0.00115060992687792,0,NA
"Num:AR:MS:C4:MC4:MS039",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:MS:C4:MC3:MS067",1,1,0,0,0.000745135122858144,0,NA
"Num:GE:GI:C1:MC1:GI204",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:AT:C4:MC4:AT013",1,1,0,0,0.000836768110345613,0,NA
"Num:AR:FC:C16:MC16:FC091",1,1,0,0,0.000990215831625248,0,NA
"Num:AR:FC:C2:MC0:FC005",1,1,0,0,0.000780380467433354,0,NA
"Num:AR:DI:C7:MC7",5,5,60.2166666666667,0,0.00107446920616186,0,0.1
"Num:AR:MS:C4:MC4:MS083",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:NS:C12:MC11:NS083",1,1,0,0,0.001027505766607,0,NA
"Num:AR:TI:C3:MC2:TI055",1,1,0,0,0.000783545863791577,0,NA
"Num:AR:CP:C3:MC2:CP003",1,1,0,0,0.000777884730398847,0,NA
"Num:AR:NS:C2:MC1:NS034",1,1,0,0,0.000749336309597936,0,NA
"Num:AR:MS:C2:MC1",17,17,261.433333333333,0,0.000952275284897727,0,0.0294117647058824
"Num:AR:MS:C4:MC3:MS066",1,1,0,0,0.000745135122858144,0,NA
"Num:AR:NS:C16:MC16:NS076",1,1,0,0,0.000853772020355117,0,NA
"Num:AR:TI:C1:MC1:TI047",1,1,0,0,0.000723983390206914,0,NA
"Num:GE",4,4,112,0,0.000741812474321289,0,0.333333333333333
"Num:AR:NS:C2:MC1:NS039",1,1,0,0,0.000749336309597936,0,NA
"Num:AR:CP:C3:MC2:CP012",1,1,0,0,0.000777884730398847,0,NA
"Num:AR:NS:C2:MC0:NS004",1,1,0,0,0.000726273451676164,0,NA
"Num:AR:TI:C7:MC7:TI084",2,2,0,0,0.00167887893656728,0,0
"Num:AR:MS:C10:MC10:MS150",2,2,0,0,0.00333753102528758,0,0
"Num:AR:DI:C4:MC2:DI004",1,1,0,0,0.000879454903173314,0,NA
"Num:AR:DI:C4:MC0:DI001",1,1,0,0,0.000796977489688507,0,NA
"Num:AR:NS:C2:MC1:NS041",1,1,0,0,0.000749336309597936,0,NA
"Num:MH007",1,1,0,0,0.000741812474321289,0,NA
"Num:AR:TI:C3:MC2:TI053",1,1,0,0,0.000783545863791577,0,NA
"Num:MH005",1,1,0,0,0.000741812474321289,0,NA
"Num:AR:TI:C3:MC2:TI061",1,1,0,0,0.000783545863791577,0,NA
"Num:AR:NS:C16:MC14",6,6,71.5,0,0.00097462515647538,0,0.0666666666666667
"Num:AR:DI:C7:MC6:DI027",1,1,0,0,0.000791550440515161,0,NA
"Num:AR:MO:C1:MC1:MO004",1,1,0,0,0.00076715928483948,0,NA
"Num:AR:DI:C15",6,6,67.7833333333333,0,0.00102144262022605,0,0.266666666666667
"Num:GE:GI:C1:MC1:GI002",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:CP:C1:MC0:CP001",1,1,0,0,0.000879288808245456,0,NA
"Num:AR:MS:C6:MC5:MS120",1,1,0,0,0.00114659485423846,0,NA
"Num:AR:NS:C16:MC15:NS058",1,1,0,0,0.00115985609473671,0,NA
"Num:AR:MO:C2:MC2:MO025",1,1,0,0,0.00106328719771185,0,NA
"Num:CC:RE:C0:MC0:RE036",1,1,0,0,0.000796038502194605,0,NA
"Num:AR:ML:C15:MC15:ML020",1,1,0,0,0.000934475884949614,0,NA
"Num:CC:RE:C1:MC1:RE093",1,1,0,0,0.00115717926645624,0,NA
"Num:AR:ML:C15:MC15",7,7,60.6666666666667,0,0.0013830826900391,0,0
"Num:AR:SB:C1",5,5,44.7238095238095,0,0.00104977209195108,0,0.3
"Num:GE:TS:C2:MC2",5,5,51,0,0.00169183488780043,0,0.1
"Num:AR:CP:C9:MC9",5,5,19,0,0.0024145675061628,0,0.3
"Num:AR:NS:C2:MC2:NS109",1,1,0,0,0.000941646443941744,0,NA
"Num:AR:NS:C5:MC5",6,6,24,0,0.000915187792172957,0,0
"Num:AR:FC:C16:MC15:FC090",1,1,0,0,0.000902684791976983,0,NA
"Num:AR:MS:C4:MC4:MS099",1,1,0,0,0.000716028300879365,0,NA
"Num:AR:WT:C7:MC6",4,4,0,0,0.00113861405115034,0,0.666666666666667
"Num:AR:AT:C11:MC11",3,3,24.9003968253968,0,0.00157956487271176,0,0
"Num:AR:WT:C1",6,6,105.333333333333,0,0.000867120200093008,0,0.4
"Num:AR:DI:C9:MC9",5,5,39,0,0.00141062289222812,0,0.1
"Num:AR:TI:C3:MC3:TI072",1,1,0,0,0.000787764872337157,0,NA
"Num:AR:TI:C0:MC0:TI003",1,1,0,0,0.000789111344811852,0,NA
"Num:CC:RE:C1:MC1:RE048",1,1,0,0,0.00115717926645624,0,NA
"Num:AR:NS:C2:MC0:NS020",1,1,0,0,0.000726273451676164,0,NA
"Num:GE:GI:C1:MC1:GI051",1,1,0,0,0.000735532487997495,0,NA
"Num:AR:MS:C2:MC0:MS004",1,1,0,0,0.000773954038902235,0,NA
"Num:AR:NS:C2:MC2:NS074",1,1,0,0,0.000941646443941744,0,NA
"Num:AR:AT:C7:MC7:AT031",1,1,0,0,0.000842610083142513,0,NA
"Num:GE:PS:C2:MC2:PS177",1,1,0,0,0.000770960750929987,0,NA
